Hora,L_1_2,L_1_3,L_1_5,L_2_4,L_2_6,L_3_9,L_3_24,L_4_9,L_5_10,L_6_10,L_7_8,L_8_9,L_8_10,L_9_11,L_9_12,L_10_11,L_10_12,L_11_13,L_11_14,L_12_13,L_12_23,L_13_23,L_14_16,L_15_16,L_15_21,L_15_24,L_16_17,L_16_19,L_17_18,L_17_22,L_18_21,L_19_20,L_20_23,L_21_22
11,29.464872155893694,-15.560111255327561,70.23876792031358,41.44417596939342,53.508376186500264,53.60066650947102,-229.4630177647986,-24.71230403060657,6.626767920313584,-68.62666381349973,29.68911117911943,-71.9513108898769,-51.02837793100373,-89.35996749165207,-108.91626091936038,-133.2483101982408,-152.80460362594908,-39.4787747649296,-183.12950292496328,-5.816302471333346,-255.90456207397617,-281.9317172362622,-356.15414292496325,102.50125940172522,-459.40155716652384,229.46301776479868,-342.8942828334772,155.18459931023824,-201.24748671402455,-141.64679611945297,-98.95164671402398,-7.662120689760828,-122.16372068976138,-158.35320388054706
12,21.97641582250371,-20.02525142773075,65.45807974282118,37.802850638660786,50.56241518384293,54.19238343957547,-232.85005986730624,-27.664499361339203,2.5087047428211724,-70.30038481615706,22.091805862406616,-75.26719295414509,-53.71950118344832,-91.63191949449389,-110.70386438141495,-136.8307681849316,-155.90271307185265,-41.0296512608395,-187.43303641858597,-8.200893668598354,-258.4056837846692,-283.40221992943793,-358.65533641858593,103.44009062622183,-460.78537549352757,232.8500598673063,-344.6115495064724,156.26717871410767,-202.9338569650781,-141.67769254139486,-97.53693196507658,-4.883221285893138,-118.19209628589304,-158.32230745860522
13,16.985248263567552,-22.413776062459995,61.74547779889241,35.08823037795333,48.2858678856142,52.58607500175937,-233.63227606421933,-30.379119622046662,-1.2038972011076061,-72.57693211438583,33.184099999995304,-69.88159873327153,-48.01280126673322,-91.0770421415549,-110.19407621200396,-136.9494482558888,-156.06648232633785,-40.980932994782506,-187.0455574026612,-8.074562873517737,-258.185995664825,-283.2271708682986,-358.2678574026612,102.80382040425533,-460.9313214684743,233.6322760642194,-344.46560353152785,155.8724415331229,-202.80762373232903,-141.65797979919944,-97.41069873232685,-5.277958466876776,-118.58683346687675,-158.34202020080056
14,17.432871299394584,-22.199565933162056,62.07843519479934,35.33168575144408,48.49003554795051,52.73013361147666,-233.56212454463866,-30.13566424855591,-0.8709398052006612,-72.3727644520495,32.18930943896882,-70.36459514771812,-48.52459541331309,-91.1268052245002,-110.23979556029721,-136.93880466738312,-156.05179500318016,-40.98530219655573,-187.08030769532758,-8.085892602151034,-258.2056979613262,-283.2428697987066,-358.3026076953276,102.86088304641264,-460.9182325910509,233.5621245446388,-344.47869240894914,155.9078427600341,-202.81894471127706,-141.65974769767246,-97.42201971127575,-5.242557239967353,-118.5514322399675,-158.3402523023278
15,18.84462295918039,-23.28704636951487,64.70751053648601,36.962580808790584,50.07323215038979,59.18793453739965,-237.76777590691458,-27.126509191209404,3.0833855364860043,-68.24508784961021,-19.427217126151447,-94.68013663752856,-72.64498048862292,-97.49266743382528,-115.48890885751304,-143.7140306890297,-161.7102721127175,-44.24702323183827,-196.9596748910167,-13.269886354998656,-263.92929461523187,-286.75865458683717,-364.57729489101666,106.82775988576016,-463.20665079267434,237.76777590691458,-348.39244420732626,159.36913420206957,-206.60617622254512,-141.7862679847813,-95.00708122254476,1.6113742020685047,-109.31205079793114,-158.2137320152187
16,19.205956620237952,-23.114130044707103,64.97628293024141,37.15910470136681,50.23804191887116,59.30422262065335,-237.71114766536044,-26.92998529863318,3.352157930241404,-68.08027808112887,-20.23023950577679,-95.07002466549639,-73.05811484028041,-97.53283756696788,-115.52581477650817,-143.70543889081384,-161.6984161003541,-44.25055017202398,-196.98772628575756,-13.279032024454642,-263.945198852407,-286.7713271964785,-364.6053462857576,106.87382242443691,-463.19608508979724,237.71114766536053,-348.40300991020536,159.39771104888513,-206.6153148290138,-141.78769508119177,-95.0162198290127,1.6399510488854256,-109.28347395111466,-158.21230491880831
17,16.99843100333016,-18.881318280723136,58.597351684689144,33.369270745107805,46.41333025822238,40.583404382683945,-224.77640766340707,-34.85459925489218,-7.002523315310854,-79.53842974177762,130.11294559270348,-24.311370727399336,-3.0153836798971847,-78.66067737235265,-99.98558322725489,-123.33154544104171,-144.65645129594395,-34.48517952102871,-167.50704329236564,2.221625639048932,-246.86366016224773,-276.29508888197955,-345.93870329236563,95.23168529422371,-456.2715379576306,224.77640766340718,-336.7210470423695,149.17420404422833,-195.30490425423002,-141.4161427881393,-102.3123192542304,-18.76147595577275,-136.84125095577318,-158.5838572118607
18,16.23645788330539,-18.364423436467664,57.24108692175093,32.523312751986175,45.59614513131923,37.33645011779869,-222.6823735542664,-36.38968724801383,-9.021413078249074,-81.62785486868077,156.04587863141123,-12.093069607992893,9.108948239404086,-75.4715098279217,-97.3552969102863,-119.94526631258059,-141.8290533949452,-32.85377144358832,-162.5630046969139,4.8150423867114265,-243.99939269194292,-274.53522905687663,-342.797004696914,93.2410956349209,-455.12896918918733,222.68237355426646,-334.7625308108134,147.43912174882013,-193.40986972389143,-141.3526610869223,-103.51836972389107,-22.192878251180016,-141.46537825118023,-158.6473389130778
19,15.104409741730471,-18.906165392016963,56.39903061300069,31.907608954241773,45.079800787488715,36.97212284159487,-222.85978823361182,-37.005391045758216,-9.863469386999316,-82.14419921251128,158.56172503728155,-10.871561442414677,10.40328647969622,-75.3456579368005,-97.23967170977723,-119.97218417341884,-141.86619794639554,-32.84272163972994,-162.47512047048937,4.843695510475906,-243.9495651666482,-274.4955261292542,-342.7091204704893,93.09678300389642,-455.16207123750814,222.8597882336119,-334.72942876249493,147.34959129590192,-193.38123872826816,-141.34819003422697,-103.48973872826664,-22.28240870409784,-141.55490870409815,-158.65180996577328
20,17.079395794873676,-21.487184440474653,61.026024995648434,34.70790340969124,47.85917238518243,49.614646214586585,-231.4040706550613,-31.44857659030876,-2.5859750043515746,-74.2758676148176,57.21440364995451,-58.58707313887422,-36.867323211171325,-87.98305111748546,-107.65123239711095,-133.5428122753575,-153.210993554983,-39.35788142174055,-182.16798197110242,-5.502815284680311,-255.35941066741356,-281.4973367064235,-355.1926219711024,100.92236835061719,-459.76371900567847,231.40407065506125,-342.53212099432324,154.2050673738376,-200.93424162623023,-141.59787936809374,-98.63840162622829,-8.641652626162728,-123.1432526261632,-158.40212063190629
21,47.590640831228434,-31.909798505944195,55.59985559625593,27.482874401171514,42.1213085085161,60.585961108214484,-244.44892461415864,-35.22795559882848,-4.699019403744082,-73.6525314914839,-31.126019999999883,-99.52779230750177,-76.31552769249815,-102.13842726223001,-119.16061453588577,-150.82891565703517,-167.85110293069096,-47.354564465227654,-205.61277845403748,-18.054078174508717,-268.95763929206794,-289.720457639736,-369.62571845403755,108.78101791821146,-465.9569475323698,244.44892461415873,-351.84431746763113,161.5811919318051,-209.99391455820265,-141.85040290942956,-92.19264955820036,7.216071931803517,-101.32190306819656,-158.1495970905705
22,-28.31750839877239,-67.003624038923,18.339145728886578,0.08851936223252153,20.097078947798764,65.73843476061224,-271.3367037995352,-57.109270637767466,-36.65872927111343,-85.49884105220124,-96.79625999999999,-128.4648234847358,-100.32633651526425,-120.44754863717607,-133.58292572471507,-179.47137487551996,-192.60675196305894,-59.7745658929367,-240.1443576197591,-37.16449057832039,-289.02518710945344,-301.5311514712571,-389.7385776197591,116.46131264488209,-476.9885814444167,271.3367037995353,-365.62136355558636,170.34707358071006,-223.51853337985685,-142.1028301757299,-80.90858837985401,29.55251358071027,-69.44366141928975,-157.89716982427024
23,32.23064281374152,-92.03763372563874,-12.115898193586101,-28.752291155664203,-4.802476030594281,67.13069138064705,-281.0648201062859,-79.05878115566422,-60.48752319358611,-97.67599603059429,-85.13406000000055,-115.99047392040555,-85.23548607959503,-121.83933969965446,-124.10598899576816,-186.3515880038308,-188.61823729994452,-48.79985651992981,-259.3910711835554,-44.89824707579966,-267.8259792199129,-273.6405485957285,-390.96189118355545,145.48745601960164,-486.3222911258874,281.06482010628594,-387.2985038741131,229.10379371015858,-244.2782958066374,-143.0202080674764,-70.65750080664033,105.2724337101581,18.2035087101572,-156.97979193252397
24,30.87890307783287,-84.56729067516697,-7.349555126098918,-23.715541830314137,-2.179265091853012,69.52402729107797,-259.289662966245,-67.13073183031415,-49.09493012609892,-82.33038509185303,-73.47185999999967,-100.8342921413978,-72.82646785860189,-105.13947664554632,-95.16023503508757,-163.88922234350628,-153.90998073304755,-20.84796043967395,-248.1807385493787,-38.025343539643956,-211.0448722284912,-214.16609897931852,-361.7281585493785,200.1389889832818,-489.77811694952607,259.2896629662451,-414.8535280504732,297.22080620781014,-270.1220235937541,-144.731504456719,-65.49037859375116,190.35264620781066,115.21097120780864,-155.26849554328126
